original_title,vote_average,genres,cast,id,director,keywords
Captain America: The Winter Soldier,7.6,"['Action', 'Adventure', 'ScienceFiction']","['ChrisEvans', 'RobertRedford', 'SamuelL.Jackson', 'ScarlettJohansson']",100402,Anthony Russo,"['3d', 'aftercreditsstinger', 'basedoncomicbook', 'captainamerica', 'duringcreditsstinger', 'future', 'marvelcinematicuniverse', 'marvelcomic', 'politicalthriller', 'shield', 'superhero', 'washingtond.c.']"
Shrek Forever After,6.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['AntonioBanderas', 'CameronDiaz', 'EddieMurphy', 'MikeMyers']",10192,Mike Mitchell,"['3d', 'ogre']"
Tomorrowland,6.2,"['Adventure', 'Family', 'Mystery', 'ScienceFiction']","['BrittRobertson', 'GeorgeClooney', 'RaffeyCassidy', 'ThomasRobinson']",158852,Brad Bird,"['apocalypse', 'destiny', 'dreamer', 'futuristiccar', 'futuristiccity', 'imax', 'inventor']"
Big Hero 6,7.8,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['DanielHenney', 'RyanPotter', 'ScottAdsit', 'T.J.Miller']",177572,Chris Williams,"['3d', 'aftercreditsstinger', 'anotherdimension', 'bestfriend', 'boygenius', 'brotherbrotherrelationship', 'deadbrother', 'hate', 'hero', 'moraldilemma', 'revenge', 'robot', 'talent', 'teensuperheroes']"
Wreck-It Ralph,7.1,"['Adventure', 'Animation', 'Comedy', 'Family']","['JackMcBrayer', 'JaneLynch', 'JohnC.Reilly', 'SarahSilverman']",82690,Rich Moore,"['aftercreditsstinger', 'arcade', 'bullying', 'carefree', 'curiosity', 'duringcreditsstinger', 'firstpersonshooter', 'glitch', 'interruptedwedding', 'medal', 'precociouschild', 'productplacement', 'q*bert', 'racing', 'selfesteem', 'socialreject', 'supportgroup', 'videogamer']"
The Polar Express,6.4,"['Adventure', 'Animation', 'Family', 'Fantasy']","['MichaelJeter', 'NonaGaye', 'PeterScolari', 'TomHanks']",5255,Robert Zemeckis,"['beard', 'bell', 'christmas', 'chute', 'faith', 'gift', 'nerd', 'northpole', 'santaclaus', 'ticket', 'trestle']"
Independence Day: Resurgence,4.9,"['Action', 'Adventure', 'ScienceFiction']","['BillPullman', 'JeffGoldblum', 'LiamHemsworth', 'MaikaMonroe']",47933,Roland Emmerich,"['alieninvasion', 'alternatehistory']"
How to Train Your Dragon,7.5,"['Adventure', 'Animation', 'Family', 'Fantasy']","['AmericaFerrera', 'CraigFerguson', 'GerardButler', 'JayBaruchel']",10191,Chris Sanders,"['arena', 'battle', 'blacksmith', 'combat', 'dragon', 'flight', 'flying', 'forest', 'friendship', 'ignorance', 'island', 'nest', 'night', 'ship', 'training', 'viking', 'village', 'warrior', 'well']"
Terminator 3: Rise of the Machines,5.9,"['Action', 'ScienceFiction', 'Thriller']","['ArnoldSchwarzenegger', 'ClaireDanes', 'KristannaLoken', 'NickStahl']",296,Jonathan Mostow,"['artificialintelligence', 'cyborg', 'dystopia', 'fireengine', 'firemen', 'killerrobot', 'leatherjacket', 'manvsmachine', 'nanotechnology', 'psychiatrist', 'rocketlauncher', 'savingtheworld', 'sunglasses', 'veterinarian']"
Guardians of the Galaxy,7.9,"['Action', 'Adventure', 'ScienceFiction']","['ChrisPratt', 'DaveBautista', 'VinDiesel', 'ZoeSaldana']",118340,James Gunn,"['adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', 'marvelcomic', 'orphan', 'outerspace', 'space', 'spaceship']"
Interstellar,8.1,"['Adventure', 'Drama', 'ScienceFiction']","['AnneHathaway', 'JessicaChastain', 'MatthewMcConaughey', 'MichaelCaine']",157336,Christopher Nolan,"['artificialintelligence', 'astronaut', 'astrophysics', 'blackhole', 'courage', 'dystopia', 'expedition', 'familyrelationships', 'famine', 'farmer', 'farmhouse', 'fatherdaughterrelationship', 'fathersonrelationship', 'imax', 'nasa', 'quantummechanics', 'raceagainsttime', 'relativity', 'rescue', 'robot', 'savingtheworld', 'scientist', 'singlefather', 'singleparent', 'space', 'spaceship', 'spacestation', 'spacetravel', 'timeparadox', 'wormhole', 'zerogravity']"
Inception,8.1,"['Action', 'Adventure', 'Mystery', 'ScienceFiction', 'Thriller']","['EllenPage', 'JosephGordon-Levitt', 'LeonardoDiCaprio', 'TomHardy']",27205,Christopher Nolan,"['dream', 'femalehero', 'heist', 'kidnapping', 'lossoflover', 'redemption', 'sleep', 'subconsciousness']"
シン・ゴジラ,6.5,"['Action', 'Adventure', 'Drama', 'Horror', 'ScienceFiction']","['HirokiHasegawa', 'KengoKora', 'SatomiIshihara', 'YutakaTakenouchi']",315011,Hideaki Anno,"['destruction', 'giantmonster', 'godzilla', 'kaiju', 'monster', 'toyko']"
The Hobbit: An Unexpected Journey,7.0,"['Action', 'Adventure', 'Fantasy']","['AndySerkis', 'IanMcKellen', 'MartinFreeman', 'RichardArmitage']",49051,Peter Jackson,"['ancient', 'buriedtreasure', 'climbingatree', 'courage', 'dwarves', 'elves', 'giant', 'gnomes', 'goblin', 'hobbit', 'invisibility', 'journey', 'middle-earth(tolkien)', 'mountains', 'orcs', 'riddle', 'ring', 'tunnel', 'undergroundlake', 'wizard']"
The Fast and the Furious,6.6,"['Action', 'Crime', 'Thriller']","['JordanaBrewster', 'MichelleRodriguez', 'PaulWalker', 'VinDiesel']",9799,Rob Cohen,"['aftercreditsstinger', 'auto-tuning', 'automobileracing', 'car', 'carrace', 'duringcreditsstinger', 'losangeles', 'streetgang', 'undercover']"
The Curious Case of Benjamin Button,7.3,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']","['BradPitt', 'CateBlanchett', 'JuliaOrmond', 'TildaSwinton']",4922,David Fincher,"['diary', 'funeral', 'hospital', 'navy', 'tea', 'travel']"
X-Men: First Class,7.1,"['Action', 'Adventure', 'ScienceFiction']","['JamesMcAvoy', 'JenniferLawrence', 'KevinBacon', 'MichaelFassbender']",49538,Matthew Vaughn,"['1960s', 'basedoncomicbook', 'cia', 'cubanmissilecrisis', 'historicalfiction', 'marvelcomic', 'mine', 'mutant', 'nuclearwar', 'superhero', 'superhuman', 'worldwariii']"
The Hunger Games: Mockingjay - Part 2,6.6,"['Action', 'Adventure', 'ScienceFiction']","['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth', 'WoodyHarrelson']",131634,Francis Lawrence,"['3d', 'basedonyoungadultnovel', 'dystopia', 'gameofdeath', 'revolution', 'strongwoman']"
The Sorcerer's Apprentice,5.8,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']","['AlfredMolina', 'JayBaruchel', 'MonicaBellucci', 'NicolasCage']",27022,Jon Turteltaub,"['aftercreditsstinger', 'apprendista', 'apprentice', 'book', 'castle', 'dragon', 'fire', 'fountain', 'love', 'magic', 'merlin', 'mission', 'morgana', 'sorcerer', 'training', 'water', 'witch', 'wolf']"
Poseidon,5.5,"['Action', 'Adventure', 'Drama', 'Thriller']","['JacindaBarrett', 'JoshLucas', 'KurtRussell', 'RichardDreyfuss']",503,Wolfgang Petersen,"['atlanticocean', 'ball', 'blackout', 'capsizedship', 'cataclysm', 'daughter', 'drowning', 'escape', 'fire', 'giantwave', 'lossoffather', 'newyearseve', 'self-abandonment', 'ship', 'shipwreck', 'single']"
Alice Through the Looking Glass,6.5,['Fantasy'],"['AnneHathaway', 'HelenaBonhamCarter', 'JohnnyDepp', 'MiaWasikowska']",241259,James Bobin,"['3d', 'aliceinwonderland', 'basedonnovel', 'clock', 'darkfantasy', 'madhatter', 'queen', 'sequel']"
Shrek the Third,6.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['CameronDiaz', 'EddieMurphy', 'JulieAndrews', 'MikeMyers']",810,Chris Miller,"['ambush', 'assault', 'bestfriend', 'boardingschool', 'capture', 'conciliation', 'coupdetat', 'cowardliness', 'donkey', 'dragon', 'duringcreditsstinger', 'heirtothethrone', 'island', 'kingdom', 'liberationofprisoners', 'pregnancy', 'prince', 'sadness', 'ship', 'shipwreck', 'stage', 'teacher', 'theatreplay', 'traitor', 'transformation', 'tricks']"
Warcraft,6.3,"['Action', 'Adventure', 'Fantasy']","['BenFoster', 'PaulaPatton', 'RobertKazinsky', 'TravisFimmel']",68735,Duncan Jones,"['basedoncomicbook', 'basedonvideogame', 'chase', 'elves', 'fictionallanguage', 'fictionalwar', 'magic', 'muscles', 'orc', 'orcs', 'sorcerer', 'swordandsorcery', 'videogame', 'wizard']"
Terminator Genisys,5.8,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['ArnoldSchwarzenegger', 'EmiliaClarke', 'JaiCourtney', 'JasonClarke']",87101,Alan Taylor,"['3d', 'artificialintelligence', 'cyborg', 'duringcreditsstinger', 'dystopia', 'fiction', 'future', 'killerrobot', 'savingtheworld', 'sequel', 'timetravel']"
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,"['Adventure', 'Family', 'Fantasy']","['GarySweet', 'GeorgieHenley', 'SimonPegg', 'SkandarKeynes']",10140,Michael Apted,"['basedonnovel', 'fantasyworld', 'goodvsevil', 'king', 'knifeheldtothroat', 'magic', 'narnia', 'quest', 'snowing']"
Pearl Harbor,6.6,"['History', 'Romance', 'War']","['BenAffleck', 'CubaGoodingJr.', 'JoshHartnett', 'KateBeckinsale']",676,Michael Bay,"['airplane', 'army', 'hawaii', 'love', 'nurse', 'patriotism', 'pearlharbor', 'pilot', 'pin-up', 'u.s.airforce', 'war', 'worldwarii']"
Transformers,6.6,"['Action', 'Adventure', 'ScienceFiction']","['JoshDuhamel', 'MeganFox', 'RachaelTaylor', 'ShiaLaBeouf']",1858,Michael Bay,"['alien', 'basedontoy', 'destroy', 'duringcreditsstinger', 'robot', 'teenagehero', 'transformation', 'transformers']"
Alexander,5.6,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']","['AngelinaJolie', 'ColinFarrell', 'JaredLeto', 'ValKilmer']",1966,Oliver Stone,"['alexanderthegreat', 'ancientworld', 'aristotle', 'campaign', 'egypt', 'elephant', 'gayrelationship', 'greece', 'homosexuality', 'persia']"
Harry Potter and the Order of the Phoenix,7.4,"['Adventure', 'Family', 'Fantasy', 'Mystery']","['DanielRadcliffe', 'EmmaWatson', 'MichaelGambon', 'RupertGrint']",675,David Yates,"['blackmagic', 'broom', 'childhero', 'cuttingthecord', 'deathofafriend', 'dyinganddeath', 'lossoflover', 'magic', 'occultism', 'prophecy', 'schoolofwitchcraft', 'sorcerersapprentice', 'sorcery', 'witch']"
Harry Potter and the Goblet of Fire,7.5,"['Adventure', 'Family', 'Fantasy']","['DanielRadcliffe', 'EmmaWatson', 'RalphFiennes', 'RupertGrint']",674,Mike Newell,"['basedonyoungadultnovel', 'blackmagic', 'boardingschool', 'broom', 'chosenone', 'dyinganddeath', 'magic', 'schoolofwitchcraft', 'sorcerersapprentice', 'teenagehero', 'teenager', 'tournament', 'vision', 'wizard']"
Hancock,6.2,"['Action', 'Fantasy']","['CharlizeTheron', 'JaeHead', 'JasonBateman', 'WillSmith']",8960,Peter Berg,"['advertisingexpert', 'affection', 'alcohol', 'alcoholism', 'duringcreditsstinger', 'flying', 'forbiddenlove', 'invulnerability', 'loveofoneslife', 'lovers', 'pokies', 'superhero']"
I Am Legend,6.9,"['Action', 'Drama', 'Horror', 'ScienceFiction', 'Thriller']","['AliceBraga', 'CharlieTahan', 'SalliRichardson-Whitfield', 'WillSmith']",6479,Francis Lawrence,"['alone', 'dystopia', 'helplessness', 'lostcivilisation', 'matteroflifeanddeath', 'pandemic', 'post-apocalyptic', 'savingtheworld', 'virus']"
Charlie and the Chocolate Factory,6.7,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['AnnaSophiaRobb', 'DavidKelly', 'FreddieHighmore', 'JohnnyDepp']",118,Tim Burton,"['basedonnovel', 'candy', 'chocolate', 'factoryworker', 'fathersonrelationship', 'grandfathergrandsonrelationship', 'londonengland', 'overweightchild', 'parentskidsrelationship', 'teacher']"
Ratatouille,7.5,"['Animation', 'Comedy', 'Family', 'Fantasy']","['BrianDennehy', 'IanHolm', 'LouRomano', 'PattonOswalt']",2062,Jan Pinkava,"['brotherbrotherrelationship', 'chef', 'confidence', 'cook', 'cookbook', 'court', 'expensiverestaurant', 'family', 'kitchen', 'leavingonesfamily', 'mouse', 'paris', 'rat', 'restaurantcritic', 'river', 'roof', 'spice', 'window', 'work']"
Batman Begins,7.5,"['Action', 'Crime', 'Drama']","['ChristianBale', 'KatieHolmes', 'LiamNeeson', 'MichaelCaine']",272,Christopher Nolan,"['basedoncomicbook', 'crime', 'crimefighter', 'dccomics', 'escapade', 'evildoctor', 'fightingcrime', 'goodvsevil', 'gothamcity', 'hauntedbythepast', 'hero', 'himalaya', 'lossoffather', 'loveandromance', 'martialarts', 'mastervillain', 'ninja', 'rivalry', 'secretidentity', 'society', 'superhero', 'superpowers', 'tragichero', 'undercover', 'unfulfilledlove', 'unfulfillment', 'vigilante']"
Madagascar: Escape 2 Africa,6.2,"['Animation', 'Family']","['BenStiller', 'ChrisRock', 'DavidSchwimmer', 'JadaPinkettSmith']",10527,Eric Darnell,"['africa', 'airplane', 'chimp', 'dance', 'duringcreditsstinger', 'hippopotamus', 'hunger', 'imax', 'jealousy', 'lion', 'madagascar', 'penguin', 'sequel', 'shark', 'volcano', 'zebra', 'zoo']"
Night at the Museum: Battle of the Smithsonian,5.9,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['AmyAdams', 'BenStiller', 'HankAzaria', 'OwenWilson']",18360,Shawn Levy,"['ameliaearhart', 'duringcreditsstinger', 'museum', 'smithsonian', 'theodoreroosevelt']"
X-Men Origins: Wolverine,6.2,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['DannyHuston', 'HughJackman', 'LievSchreiber', 'LynnCollins']",2080,Gavin Hood,"['aftercreditsstinger', 'army', 'boxer', 'corruption', 'duringcreditsstinger', 'marvelcomic', 'mutant', 'superhero']"
The Matrix Revolutions,6.4,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['Carrie-AnneMoss', 'HugoWeaving', 'KeanuReeves', 'LaurenceFishburne']",605,Lilly Wachowski,"['artificialintelligence', 'computer', 'computervirus', 'cyberpunk', 'dream', 'dyinganddeath', 'dystopia', 'faith', 'fight', 'flying', 'fortuneteller', 'future', 'gnosticism', 'hero', 'key', 'killerrobot', 'kungfu', 'machinetown', 'manvsmachine', 'mission', 'philosophy', 'precognition', 'rescue', 'savingtheworld', 'subway', 'sun', 'sunlight', 'supercomputer', 'temple', 'truth', 'undergroundworld', 'virtualreality', 'womandirector', 'worldreligion', 'yingyang', 'yinyang']"
Frozen,7.3,"['Adventure', 'Animation', 'Family']","['IdinaMenzel', 'JonathanGroff', 'JoshGad', 'KristenBell']",109445,Chris Buck,"['3d', 'aftercreditsstinger', 'animation', 'betrayal', 'curse', 'mountainclimber', 'musical', 'princess', 'queen', 'reindeer', 'snow', 'snowman', 'troll', 'womandirector']"
The Matrix Reloaded,6.7,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['Carrie-AnneMoss', 'HugoWeaving', 'KeanuReeves', 'LaurenceFishburne']",604,Lilly Wachowski,"['artificialintelligence', 'computer', 'computervirus', 'cyberpunk', 'dream', 'dyinganddeath', 'dystopia', 'faith', 'fight', 'future', 'gnosticism', 'hero', 'key', 'kungfu', 'manvsmachine', 'martialarts', 'mission', 'plato', 'precognition', 'rave', 'savingtheworld', 'truth', 'undergroundworld', 'virtualreality', 'womandirector', 'worldreligion']"
Thor: The Dark World,6.8,"['Action', 'Adventure', 'Fantasy']","['AnthonyHopkins', 'ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",76338,Alan Taylor,"['3d', 'aftercreditsstinger', 'asgard', 'basedoncomicbook', 'duringcreditsstinger', 'hostiletakeover', 'marvelcinematicuniverse', 'marvelcomic', 'norsemythology', 'superhero']"
Mad Max: Fury Road,7.2,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['CharlizeTheron', 'HughKeays-Byrne', 'NicholasHoult', 'TomHardy']",76341,George Miller,"['australia', 'chase', 'convoy', 'darkfuture', 'dystopia', 'future', 'ontherun', 'peakoil', 'post-apocalyptic', 'rescue', 'survival']"
Angels & Demons,6.5,"['Mystery', 'Thriller']","['AyeletZurer', 'EwanMcGregor', 'StellanSkarsgård', 'TomHanks']",13448,Ron Howard,"['antimatter', 'basedonnovel', 'catholicism', 'cern', 'christian', 'conspiracy', 'illuminati', 'investigator', 'prequel', 'quantummechanics', 'rome', 'symbolism', 'vatican']"
Thor,6.6,"['Action', 'Adventure', 'Fantasy']","['AnthonyHopkins', 'ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",10195,Kenneth Branagh,"['3d', 'aftercreditsstinger', 'asgard', 'banishment', 'basedoncomicbook', 'hammer', 'heimdall', 'marvelcinematicuniverse', 'marvelcomic', 'newmexico', 'norsemythology', 'odin', 'redemption', 'shield', 'superhero']"
Bolt,6.3,"['Adventure', 'Animation', 'Comedy', 'Family']","['JohnTravolta', 'MarkWalton', 'MileyCyrus', 'SusieEssman']",13053,Chris Williams,"['animal', 'animallead', 'catvsdog', 'dogcatfriendship', 'duringcreditsstinger', 'girldogrelationship', 'hamster', 'kidsandfamily']"
G-Force,5.1,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['JonFavreau', 'PenélopeCruz', 'SamRockwell', 'TracyMorgan']",19585,Hoyt Yeatman,"['duringcreditsstinger', 'dyr']"
Wrath of the Titans,5.5,['Adventure'],"['EdgarRamírez', 'LiamNeeson', 'RalphFiennes', 'SamWorthington']",57165,Jonathan Liebesman,"['3d', 'ancientgreece', 'ares', 'basedongreekmyth', 'gods', 'greekmythology', 'hades', 'mythology', 'perseus', 'underworld', 'zeus']"
Dark Shadows,5.7,"['Comedy', 'Fantasy']","['HelenaBonhamCarter', 'JackieEarleHaley', 'JohnnyDepp', 'MichellePfeiffer']",62213,Tim Burton,"['18thcentury', 'angrymob', 'chains', 'curse', 'fishoutofwater', 'ghost', 'gothic', 'hiddenroom', 'imprisonment', 'lostlove', 'madness', 'oldhouse', 'oldmansion', 'vampire', 'witch']"
Mission: Impossible - Rogue Nation,7.1,"['Action', 'Adventure', 'Thriller']","['JeremyRenner', 'RebeccaFerguson', 'SimonPegg', 'TomCruise']",177677,Christopher McQuarrie,"['austria', 'conspiracy', 'londonengland', 'mission', 'sequel', 'spy', 'vienna', 'viennaopera', 'villain']"
The Wolfman,5.5,"['Drama', 'Horror', 'Thriller']","['AnthonyHopkins', 'BeniciodelToro', 'EmilyBlunt', 'HugoWeaving']",7978,Joe Johnston,"['fathersonrelationship', 'remake', 'ruralsetting', 'victorianengland', 'werewolf']"
Bee Movie,5.7,"['Adventure', 'Animation', 'Comedy', 'Family']","['JerrySeinfeld', 'JimCummings', 'MatthewBroderick', 'RenéeZellweger']",5559,Steve Hickner,"['aftercreditsstinger', 'airplane', 'beehive', 'college', 'court', 'factoryworker', 'florist', 'flower', 'flowershop', 'pilot', 'tennis']"
Kung Fu Panda 2,6.7,"['Animation', 'Family']","['AngelinaJolie', 'DustinHoffman', 'GaryOldman', 'JackBlack']",49444,Jennifer Yuh Nelson,"['fleet', 'hope', 'martialarts', 'mission', 'panda', 'womandirector']"
The Last Airbender,4.7,"['Action', 'Adventure', 'Family', 'Fantasy']","['DevPatel', 'JacksonRathbone', 'NicolaPeltz', 'NoahRinger']",10196,M. Night Shyamalan,"['air', 'arrest', 'attack', 'avatar', 'cheering', 'domination', 'fire', 'ice', 'kingdom', 'prince', 'remake', 'spirit', 'village', 'warship', 'water', 'world']"
Mission: Impossible III,6.5,"['Action', 'Adventure', 'Thriller']","['BillyCrudup', 'PhilipSeymourHoffman', 'TomCruise', 'VingRhames']",956,J.J. Abrams,"['berlin', 'blast', 'celebration', 'cia', 'computer', 'coveredinvestigation', 'decipherment', 'disguise', 'duel', 'e-mail', 'explosive', 'funeral', 'goodandbad', 'harddrive', 'honeymoon', 'hospital', 'letter', 'map', 'mask', 'mission', 'mobilephone', 'murder', 'pretendedmurder', 'researchlaboratory', 'revenge', 'secret', 'secretagent', 'secretidentity', 'secretmission', 'shanghai', 'stamp', 'suitcase', 'toshootdead', 'traitor', 'vatican', 'video', 'whitehouse']"
White House Down,6.4,"['Action', 'Drama', 'Thriller']","['ChanningTatum', 'JamieFoxx', 'JoeyKing', 'MaggieGyllenhaal']",117251,Roland Emmerich,"['conspiracy', 'secretservice', 'thewhitehouse', 'usapresident']"
Mars Needs Moms,5.5,"['Adventure', 'Animation', 'Family']","['BreckinMeyer', 'DanFogler', 'JoanCusack', 'SethGreen']",50321,Simon Wells,"['alien', 'alienabduction', 'alieninvasion', 'basedonchildrensbook', 'boy', 'duringcreditsstinger', 'martian', 'rescue']"
Flushed Away,6.0,"['Adventure', 'Animation', 'Comedy', 'Family']","['HughJackman', 'IanMcKellen', 'JeanReno', 'KateWinslet']",11619,David Bowers,"['frog', 'girlfriend', 'londonengland', 'return', 'rubin', 'ship', 'underworld']"
Pan,5.9,"['Adventure', 'Family', 'Fantasy']","['GarrettHedlund', 'HughJackman', 'LeviMiller', 'RooneyMara']",266647,Joe Wright,"['fairytale', 'fantasyworld', 'flying', 'magic', 'mermaid', 'peterpan', 'pirate']"
Mr. Peabody & Sherman,6.7,"['Adventure', 'Animation', 'Family']","['AllisonJanney', 'ArielWinter', 'MaxCharles', 'TyBurrell']",82703,Rob Minkoff,"['adoption', 'ancientegypt', 'boy', 'childprodigy', 'children', 'dog', 'duringcreditsstinger', 'egypt', 'fathersonrelationship', 'firstlove', 'friendship', 'gags', 'georgewashington', 'growingup', 'intelligence', 'newschool', 'prodigy', 'talkinganimal', 'talkingdog', 'timeparadox', 'timetravel', 'timetraveler', 'trouble']"
Troy,6.9,"['Adventure', 'Drama', 'War']","['BradPitt', 'BrianCox', 'EricBana', 'OrlandoBloom']",652,Wolfgang Petersen,"['adultery', 'ancientgreece', 'ancientworld', 'battlefield', 'beauty', 'bravery', 'bronzeage', 'brotherbrotherrelationship', 'epic', 'fraud', 'helenoftroy', 'homersiliad', 'hostility', 'mythology', 'pyre', 'spartagreece', 'swordfight', 'trojan', 'trojanhorse', 'trojanwar', 'wall']"
